Fluke Part Number,UPC CODE
4912249,0 95969 85486 3
4912260,0 95969 85487 0
4912285,0 95969 85488 7
4912304,0 95969 85489 4
4912337,0 95969 85490 0
4912355,0 95969 85491 7
4912867,0 95969 85495 5
4912880,0 95969 85496 2
4912906,0 95969 85497 9
4912923,0 95969 85498 6
4912945,0 95969 85499 3
4912961,0 95969 85500 6
4912989,0 95969 85501 3
4913009,0 95969 85502 0
4913027,0 95969 85503 7
4913048,0 95969 85504 4
4913066,0 95969 85505 1
4913082,0 95969 85506 8
4913100,0 95969 85507 5
4738376,0 95969 81096 8
1901476,0 95969 15720 9
1893385,0 95969 15123 8
1893563,0 95969 15141 2
1893616,0 95969 15144 3
1893706,0 95969 15152 8
1893714,0 95969 15153 5
1893723,0 95969 15154 2
1893848,0 95969 15166 5
1893853,0 95969 15167 2
1893907,0 95969 15172 6
1893929,0 95969 15174 0
1893934,0 95969 15175 7
1894244,0 95969 15206 8
1894259,0 95969 15207 5
1894267,0 95969 15208 2
1894271,0 95969 15209 9
2158673,0 95969 26305 4
1894298,0 95969 15211 2
1894306,0 95969 15212 9
911433,0 95969 19498 3
911438,0 95969 19499 0
1894350,0 95969 15215 0
1894361,0 95969 15216 7
1894377,0 95969 15217 4
1894392,0 95969 15219 8
3026228,0 95969 41453 1
1894419,0 95969 15221 1
1894428,0 95969 15222 8
2422479,0 95969 28773 9
1894443,0 95969 15224 2
1894455,0 95969 15225 9
1894462,0 95969 15226 6
1894481,0 95969 15228 0
1894496,0 95969 15229 7
1894501,0 95969 15230 3
1894512,0 95969 15231 0
1894547,0 95969 15234 1
1894558,0 95969 15235 8
1894573,0 95969 15236 5
1894586,0 95969 15237 2
1894599,0 95969 15238 9
2045041,0 95969 21948 8
1894618,0 95969 15239 6
1894629,0 95969 15240 2
1894634,0 95969 15241 9
1894641,0 95969 15242 6
1894652,0 95969 15243 3
1894676,0 95969 15245 7
1894683,0 95969 15246 4
1894690,0 95969 15247 1
1894713,0 95969 15249 5
1894724,0 95969 15250 1
1894736,0 95969 15251 8
1894751,0 95969 15252 5
1894772,0 95969 15253 2
1894785,0 95969 15254 9
1894797,0 95969 15255 6
1894810,0 95969 15256 3
1894822,0 95969 15257 0
1894846,0 95969 15259 4
1894868,0 95969 15261 7
2096845,0 95969 24176 2
1894879,0 95969 15262 4
1894887,0 95969 15263 1
1894893,0 95969 15264 8
1894916,0 95969 15266 2
1894925,0 95969 15267 9
1894933,0 95969 15268 6
1894940,0 95969 15269 3
1894957,0 95969 15270 9
1894969,0 95969 15271 6
1894978,0 95969 15272 3
1894984,0 95969 15273 0
1894991,0 95969 15274 7
1895008,0 95969 15275 4
1895013,0 95969 15276 1
1895036,0 95969 15278 5
1895049,0 95969 15279 2
1895051,0 95969 15280 8
1895072,0 95969 15282 2
3315214,0 95969 46532 8
1895097,0 95969 15284 6
1895114,0 95969 15286 0
1895138,0 95969 15288 4
1895150,0 95969 15290 7
1895177,0 95969 15292 1
1895189,0 95969 15293 8
1895200,0 95969 15295 2
1895024,0 95969 15277 8
1895221,0 95969 15297 6
1895239,0 95969 15298 3
1895242,0 95969 15299 0
1895263,0 95969 15301 0
1895288,0 95969 15303 4
1895301,0 95969 15305 8
1895320,0 95969 15307 2
1895347,0 95969 15309 6
1895364,0 95969 15311 9
1895386,0 95969 15313 3
1895402,0 95969 15315 7
911847,0 95969 19500 3
2725878,0 95969 36441 6
1895440,0 95969 15318 8
911854,0 95969 19501 0
1895469,0 95969 15319 5
1895478,0 95969 15320 1
1895484,0 95969 15321 8
1895504,0 95969 15323 2
1895528,0 95969 15325 6
1895543,0 95969 15327 0
1895555,0 95969 15328 7
1895562,0 95969 15329 4
1895570,0 95969 15330 0
3026193,0 95969 41451 7
1895596,0 95969 15332 4
1895603,0 95969 15333 1
3026204,0 95969 41452 4
1895615,0 95969 15334 8
1895626,0 95969 15335 5
1895632,0 95969 15336 2
1895644,0 95969 15337 9
1895667,0 95969 15339 3
1895671,0 95969 15340 9
1895680,0 95969 15341 6
543637,0 95969 19477 8
614339,0 95969 19482 2
529057,0 95969 19471 6
1895953,0 95969 15364 5
1895994,0 95969 15368 3
529065,0 95969 19472 3
3332101,0 95969 46782 7
4375494,0 95969 68011 0
4208980,0 95969 64046 6
3840361,0 95969 56719 0
4208998,0 95969 64047 3
4209000,0 95969 64048 0
4209017,0 95969 64049 7
3526226,0 95969 52336 3
3526232,0 95969 52337 0
3185453,0 95969 44548 1
3128964,0 95969 44243 5
3314727,0 95969 46520 5
3262027,0 95969 45233 5
3262030,0 95969 45234 2
3185466,0 95969 44549 8
3185475,0 95969 44550 4
3158598,0 95969 44355 5
3158604,0 95969 44356 2
3247166,0 95969 45082 9
3303046,0 95969 46177 1
3363731,0 95969 47652 2
3189459,0 95969 44602 0
3189471,0 95969 44603 7
3371820,0 95969 48003 1
3379258,0 95969 48298 1
2799325,0 95969 39257 0
2799492,0 95969 39260 0
2558225,0 95969 33256 9
2786497,0 95969 39041 5
2786505,0 95969 39042 2
2799333,0 95969 39258 7
2799340,0 95969 39259 4
4459861,0 95969 72382 4
4459877,0 95969 72383 1
2119143,0 95969 25001 6
2119155,0 95969 25002 3
3212967,0 95969 44754 6
4709498,0 95969 80278 9
3239949,0 95969 45048 5
2572280,0 95969 34091 5
4012970,0 95969 59926 9
3303453,0 95969 46182 5
2726778,0 95969 36459 1
2726791,0 95969 36460 7
2550358,0 95969 32889 0
2646909,0 95969 34974 1
2531627,0 95969 32217 1
4811440,0 95969 82687 7
2111512,0 95969 24658 3
2687953,0 95969 36201 6
2694678,0 95969 36233 7
2526654,0 95969 32156 3
2572361,0 95969 34093 9
2572271,0 95969 34090 8
3086395,0 95969 43586 4
2672237,0 95969 35331 1
2634152,0 95969 34807 2
2748577,0 95969 37139 1
2491370,0 95969 30819 9
3395088,0 95969 48733 7
4219533,0 95969 64164 7
2755353,0 95969 37463 7
2726804,0 95969 36461 4
2726819,0 95969 36462 1
2431170,0 95969 28944 3
2527913,0 95969 32169 3
4219540,0 95969 64165 4
3408629,0 95969 49203 4
3408641,0 95969 49204 1
2509366,0 95969 30868 7
3520043,0 95969 52107 9
3351123,0 95969 47280 7
4410910,0 95969 69393 6
3983229,0 95969 59100 3
3984483,0 95969 59106 5
4845757,0 95969 83634 0
3052610,0 95969 41937 6
2509353,0 95969 30867 0
2503445,0 95969 30847 2
3050075,0 95969 41887 4
3050082,0 95969 41888 1
2571896,0 95969 34075 5
2571908,0 95969 34076 2
3052026,0 95969 41923 9
3052032,0 95969 41924 6
3951952,0 95969 58781 5
3188015,0 95969 44595 5
3951965,0 95969 58782 2
3499312,0 95969 51498 9
4316206,0 95969 66494 3
4412232,0 95969 69412 4
4156456,0 95969 62429 9
4412244,0 95969 69413 1
3096812,0 95969 43752 3
4412259,0 95969 69414 8
3096820,0 95969 43753 0
4412267,0 95969 69415 5
4412271,0 95969 69416 2
4412280,0 95969 69417 9
4395239,0 95969 69096 6
4395242,0 95969 69097 3
2127723,0 95969 25422 9
2127738,0 95969 25423 6
3190597,0 95969 44669 3
3347026,0 95969 47194 7
3190627,0 95969 44672 3
3190648,0 95969 44674 7
3190666,0 95969 44676 1
2426403,0 95969 28851 4
2426415,0 95969 28852 1
3190609,0 95969 44670 9
3190611,0 95969 44671 6
3190630,0 95969 44673 0
3190653,0 95969 44675 4
3190675,0 95969 44677 8
3184746,0 95969 44541 2
3236667,0 95969 45033 1
3236680,0 95969 45035 5
3184754,0 95969 44542 9
3129532,0 95969 44246 6
3242692,0 95969 45059 1
3242704,0 95969 45060 7
4820117,0 95969 82904 5
4820121,0 95969 82905 2
3315733,0 95969 46541 0
4046123,0 95969 60379 9
4046138,0 95969 60380 5
3777256,0 95969 55741 2
3777263,0 95969 55742 9
2433462,0 95969 29098 2
2433470,0 95969 29099 9
4396453,0 95969 69112 3
3469677,0 95969 49823 4
3116735,0 95969 44185 8
3315156,0 95969 46530 4
3315163,0 95969 46531 1
3271487,0 95969 46001 9
3408194,0 95969 49194 5
2545444,0 95969 32747 3
2808439,0 95969 39440 6
4746599,0 95969 81333 4
4746607,0 95969 81334 1
2540800,0 95969 32605 6
2540817,0 95969 32606 3
3317052,0 95969 46557 1
3317137,0 95969 46562 5
2555053,0 95969 33203 3
2555066,0 95969 33204 0
3410635,0 95969 49234 8
3782508,0 95969 55870 9
2522807,0 95969 32094 8
3390974,0 95969 48668 2
3321658,0 95969 46593 9
3187755,0 95969 44592 4
4417820,0 95969 69561 9
4544277,0 95969 76614 2
3303430,0 95969 46180 1
3303448,0 95969 46181 8
3990561,0 95969 59236 9
2158344,0 95969 26300 9
2158359,0 95969 26301 6
4092305,0 95969 61033 9
4745366,0 95969 81291 7
4720824,0 95969 80746 3
3320931,0 95969 46592 2
2122685,0 95969 25208 9
3405325,0 95969 49173 0
2786546,0 95969 39046 0
3002280,0 95969 40218 7
2760936,0 95969 37472 9
3221727,0 95969 44853 6
3221730,0 95969 44854 3
4775485,0 95969 81960 2
4775497,0 95969 81961 9
4500046,0 95969 73413 4
4709351,0 95969 80275 8
2416768,0 95969 28724 1
2140558,0 95969 25780 0
2518900,0 95969 31997 3
2518917,0 95969 31998 0
4303608,0 95969 66001 3
4115163,0 95969 61543 3
2408375,0 95969 28475 2
4115174,0 95969 61544 0
4115195,0 95969 61545 7
3076456,0 95969 43220 7
2408382,0 95969 28476 9
2408394,0 95969 28477 6
2547361,0 95969 32781 7
2447273,0 95969 29297 9
2402978,0 95969 28415 8
2522632,0 95969 32093 1
2032296,0 95969 20729 4
2476129,0 95969 29784 4
2476134,0 95969 29785 1
2803955,0 95969 39374 4
2803970,0 95969 39375 1
4425245,0 95969 69724 8
4425250,0 95969 69725 5
2662961,0 95969 35305 2
4907216,0 95969 85340 8
2118619,0 95969 24997 3
4907202,0 95969 85339 2
3360406,0 95969 47555 6
4737622,0 95969 81072 2
4737631,0 95969 81073 9
4737646,0 95969 81074 6
3929927,0 95969 58216 2
3454221,0 95969 49467 0
4702535,0 95969 80063 1
2574150,0 95969 34225 4
3035197,0 95969 41708 2
3832127,0 95969 56565 3
2755348,0 95969 37462 0
2741117,0 95969 37003 5
3397219,0 95969 48873 0
2573967,0 95969 34220 9
3086727,0 95969 43602 1
2398953,0 95969 28339 7
4799887,0 95969 82541 2
4799893,0 95969 82542 9
4567759,0 95969 77299 0
4567767,0 95969 77300 3
3106662,0 95969 44044 8
3106670,0 95969 44045 5
3274386,0 95969 46026 2
3270220,0 95969 45995 2
2557143,0 95969 33220 0
4099200,0 95969 61153 4
4099217,0 95969 61154 1
2421558,0 95969 28765 4
2421564,0 95969 28766 1
2421573,0 95969 28767 8
2421586,0 95969 28768 5
4099221,0 95969 61155 8
4099239,0 95969 61156 5
4141445,0 95969 62170 0
3214789,0 95969 44801 7
2740149,0 95969 36990 9
2791298,0 95969 39078 1
2740151,0 95969 36991 6
3221681,0 95969 44850 5
3221709,0 95969 44851 2
3270113,0 95969 45994 5
3221711,0 95969 44852 9
4573552,0 95969 77368 3
4574672,0 95969 77403 1
3391070,0 95969 48670 5
3391081,0 95969 48671 2
3242677,0 95969 45058 4
3208625,0 95969 44713 3
3208633,0 95969 44714 0
3208640,0 95969 44715 7
3208657,0 95969 44716 4
3208669,0 95969 44717 1
3208678,0 95969 44718 8
3208684,0 95969 44719 5
2820630,0 95969 39938 8
3099599,0 95969 43758 5
3098096,0 95969 43755 4
3099607,0 95969 43759 2
4241404,0 95969 64439 6
4241419,0 95969 64440 2
2433481,0 95969 29100 2
2433496,0 95969 29101 9
3320681,0 95969 46590 8
3409967,0 95969 49221 8
3248804,0 95969 45153 6
3248784,0 95969 45151 2
2716191,0 95969 36265 8
3248791,0 95969 45152 9
3314711,0 95969 46519 9
2716207,0 95969 36266 5
4903296,0 95969 85200 5
4903308,0 95969 85201 2
2125713,0 95969 25283 6
2125724,0 95969 25284 3
2734843,0 95969 36961 9
2716218,0 95969 36267 2
2795701,0 95969 39188 7
2477236,0 95969 29860 5
2716229,0 95969 36268 9
2137294,0 95969 25621 6
2137307,0 95969 25622 3
2424436,0 95969 28824 8
2424449,0 95969 28825 5
2424451,0 95969 28826 2
2424460,0 95969 28827 9
2424472,0 95969 28828 6
2572021,0 95969 34084 7
2411118,0 95969 28559 9
2572039,0 95969 34085 4
2572056,0 95969 34086 1
2572063,0 95969 34087 8
4534504,0 95969 75848 2
2573959,0 95969 34219 3
2554476,0 95969 33201 9
2716234,0 95969 36269 6
2554483,0 95969 33202 6
2654440,0 95969 35288 8
2654457,0 95969 35289 5
2654469,0 95969 35290 1
2654478,0 95969 35291 8
2716241,0 95969 36270 2
2654504,0 95969 35292 5
3350042,0 95969 47243 2
4006851,0 95969 59443 1
4006860,0 95969 59444 8
3397750,0 95969 48895 2
3397761,0 95969 48896 9
4403733,0 95969 69252 6
4403740,0 95969 69253 3
4620224,0 95969 78383 5
4620236,0 95969 78384 2
2414464,0 95969 28692 3
4427357,0 95969 69805 4
4454147,0 95969 72309 1
4096985,0 95969 61101 5
4096997,0 95969 61102 2
4683375,0 95969 79429 9
4683382,0 95969 79430 5
3158136,0 95969 44346 3
3237467,0 95969 45036 2
3237471,0 95969 45037 9
1892447,0 95969 15033 0
1892464,0 95969 15035 4
1892610,0 95969 15050 7
1892622,0 95969 15051 4
1892631,0 95969 15052 1
1892756,0 95969 15064 4
1892788,0 95969 15067 5
1892943,0 95969 15083 5
1892970,0 95969 15086 6
1893047,0 95969 15093 4
1893105,0 95969 15099 6
1893131,0 95969 15102 3
1632845,0 95969 20837 6
1893296,0 95969 15117 7
1893313,0 95969 15118 4
1893336,0 95969 15119 1
1632850,0 95969 20838 3
1893360,0 95969 15121 4
1887910,0 95969 14602 9
1887922,0 95969 14603 6
1659753,0 95969 20901 4
1887946,0 95969 14604 3
1887954,0 95969 14605 0
1887968,0 95969 14606 7
1887979,0 95969 14607 4
1887987,0 95969 14608 1
1887993,0 95969 14609 8
1888008,0 95969 14610 4
1888013,0 95969 14611 1
1888024,0 95969 14612 8
1888036,0 95969 14613 5
1888049,0 95969 14614 2
1632861,0 95969 20839 0
1888060,0 95969 14615 9
1632877,0 95969 20840 6
1888085,0 95969 14616 6
1659766,0 95969 20902 1
1888106,0 95969 14617 3
1996843,0 95969 03238 4
1888138,0 95969 14619 7
1888145,0 95969 14620 3
1888150,0 95969 14621 0
1888177,0 95969 14622 7
1888192,0 95969 14623 4
1888200,0 95969 14624 1
1888335,0 95969 14637 1
1888358,0 95969 14639 5
1888373,0 95969 14641 8
1888440,0 95969 14648 7
1888457,0 95969 14649 4
1888504,0 95969 14654 8
1888528,0 95969 14656 2
1888570,0 95969 14661 6
1888581,0 95969 14662 3
1888667,0 95969 14670 8
1888671,0 95969 14671 5
1888807,0 95969 14684 5
1888829,0 95969 14686 9
1889144,0 95969 14718 7
1889159,0 95969 14719 4
1889167,0 95969 14720 0
4443929,0 95969 71369 6
4123225,0 95969 61794 9
4281225,0 95969 65653 5
3829410,0 95969 56561 5
668210,0 95969 06627 3
4022655,0 95969 60097 2
668225,0 95969 06629 7
4022220,0 95969 60092 7
606928,0 95969 04334 2
4021731,0 95969 60079 8
4856983,0 95969 84041 5
4856894,0 95969 84032 3
4856976,0 95969 84040 8
4856882,0 95969 84031 6
4856990,0 95969 84042 2
4856907,0 95969 84033 0
4740387,0 95969 81127 9
4740393,0 95969 81128 6
4805616,0 95969 82596 2
4353523,0 95969 67410 2
4353538,0 95969 67411 9
4096972,0 95969 61100 8
4097514,0 95969 61105 3
4097538,0 95969 61106 0
4097561,0 95969 61108 4
4097592,0 95969 61109 1
4353654,0 95969 67423 2
4097545,0 95969 61107 7
4097605,0 95969 61110 7
4097610,0 95969 61111 4
4097622,0 95969 61112 1
4353577,0 95969 67415 7
4353545,0 95969 67412 6
4353550,0 95969 67413 3
4353561,0 95969 67414 0
4343680,0 95969 67195 8
2811795,0 95969 39773 5
4096855,0 95969 61099 5
4124358,0 95969 61796 3
4623314,0 95969 78436 8
1566730,0 95969 08727 8
202561,0 95969 04589 6
2811763,0 95969 39770 4
4623338,0 95969 78438 2
4623345,0 95969 78439 9
100062,0 95969 04243 7
617131,0 95969 04799 9
2811808,0 95969 39774 2
2811774,0 95969 39771 1
4124364,0 95969 61797 0
4623306,0 95969 78435 1
4353589,0 95969 67416 4
4353592,0 95969 67417 1
4353605,0 95969 67418 8
4353610,0 95969 67419 5
4353622,0 95969 67420 1
4353631,0 95969 67421 8
4353646,0 95969 67422 5
667425,0 95969 07135 2
620119,0 95969 05079 1
620127,0 95969 05080 7
3829398,0 95969 56560 8
4636393,0 95969 78651 5
4623323,0 95969 78437 5
665091,0 95969 06256 5
1617262,0 95969 10715 0
2032187,0 95969 20728 7
4234350,0 95969 64374 0
4234361,0 95969 64375 7
620069,0 95969 05065 4
4387857,0 95969 68640 2
620093,0 95969 05068 5
4387869,0 95969 68641 9
620101,0 95969 05069 2
662897,0 95969 05989 3
4058813,0 95969 60563 2
2547194,0 95969 32769 5
1630430,0 95969 11107 2
2547203,0 95969 32770 1
4058808,0 95969 60562 5
2547166,0 95969 32766 4
2547215,0 95969 32771 8
2547175,0 95969 32767 1
2547232,0 95969 32773 2
2547182,0 95969 32768 8
665080,0 95969 06209 1
665075,0 95969 06208 4
2547148,0 95969 32764 0
2547153,0 95969 32765 7
2096322,0 95969 24165 6
2096310,0 95969 24164 9
3023328,0 95969 41386 2
3315344,0 95969 46537 3
3315332,0 95969 46536 6
4353229,0 95969 67380 8
4353234,0 95969 67381 5
4353218,0 95969 67379 2
3345825,0 95969 47175 6
4380747,0 95969 68233 6
4366669,0 95969 67828 5
4382695,0 95969 68307 4
4353241,0 95969 67382 2
4353283,0 95969 67386 0
4353327,0 95969 67390 7
4353366,0 95969 67394 5
4353401,0 95969 67398 3
4353447,0 95969 67402 7
4353486,0 95969 67406 5
4353252,0 95969 67383 9
4353290,0 95969 67387 7
4353330,0 95969 67391 4
4353375,0 95969 67395 2
4353412,0 95969 67399 0
4353458,0 95969 67403 4
4353499,0 95969 67407 2
4353265,0 95969 67384 6
4353309,0 95969 67388 4
4353348,0 95969 67392 1
4353382,0 95969 67396 9
4353420,0 95969 67400 3
4353464,0 95969 67404 1
4353506,0 95969 67408 9
4353276,0 95969 67385 3
4353311,0 95969 67389 1
4353353,0 95969 67393 8
4353394,0 95969 67397 6
4353435,0 95969 67401 0
4353473,0 95969 67405 8
4353514,0 95969 67409 6
1553041,0 95969 08335 5
664133,0 95969 06350 0
2098179,0 95969 24237 0
2452080,0 95969 29327 3
4352270,0 95969 67329 7
4352281,0 95969 67330 3
4558658,0 95969 76932 7
4352750,0 95969 67377 8
4352738,0 95969 67375 4
4352313,0 95969 67333 4
4352336,0 95969 67335 8
4558664,0 95969 76933 4
4352349,0 95969 67336 5
4558673,0 95969 76934 1
4352360,0 95969 67338 9
4352372,0 95969 67339 6
4352385,0 95969 67340 2
4558725,0 95969 76939 6
4352397,0 95969 67341 9
4352296,0 95969 67331 0
4352308,0 95969 67332 7
4352324,0 95969 67334 1
4558686,0 95969 76935 8
4352351,0 95969 67337 2
4558699,0 95969 76936 5
4352403,0 95969 67342 6
4558702,0 95969 76937 2
4352415,0 95969 67343 3
4352426,0 95969 67344 0
4555281,0 95969 76856 6
4555296,0 95969 76857 3
4352471,0 95969 67349 5
4352432,0 95969 67345 7
4352444,0 95969 67346 4
4558716,0 95969 76938 9
4352459,0 95969 67347 1
4352467,0 95969 67348 8
4352480,0 95969 67350 1
4352498,0 95969 67351 8
4352500,0 95969 67352 5
4352556,0 95969 67357 0
4352539,0 95969 67355 6
4352616,0 95969 67363 1
4352542,0 95969 67356 3
4352563,0 95969 67358 7
4352574,0 95969 67359 4
4352588,0 95969 67360 0
4352595,0 95969 67361 7
4352602,0 95969 67362 4
4352517,0 95969 67353 2
4352521,0 95969 67354 9
4352625,0 95969 67364 8
4352633,0 95969 67365 5
4352657,0 95969 67367 9
4352669,0 95969 67368 6
4352640,0 95969 67366 2
4352678,0 95969 67369 3
4352684,0 95969 67370 9
4352691,0 95969 67371 6
4352723,0 95969 67374 7
4352706,0 95969 67372 3
4352714,0 95969 67373 0
4090343,0 95969 61006 3
3977641,0 95969 59040 2
4816019,0 95969 82768 3
3405771,0 95969 49175 4
4816043,0 95969 82769 0
4465547,0 95969 72416 6
2646347,0 95969 34969 7
3362352,0 95969 47581 5
3362365,0 95969 47582 2
619913,0 95969 04832 3
4777186,0 95969 81993 0
647021,0 95969 05406 5
1633984,0 95969 11219 2
4489241,0 95969 72688 7
4401616,0 95969 69207 6
2111088,0 95969 24625 5
2733137,0 95969 36818 6
4157502,0 95969 62461 9
4157525,0 95969 62462 6
4022247,0 95969 60093 4
4022258,0 95969 60094 1
114519,0 95969 04054 9
3894880,0 95969 58039 7
646171,0 95969 05213 9
4744369,0 95969 81277 1
1282244,0 95969 07790 3
4821057,0 95969 82922 9
3379374,0 95969 48303 2
2544081,0 95969 32723 7
677390,0 95969 07572 5
4025762,0 95969 60184 9
3894688,0 95969 58019 9
646189,0 95969 05214 6
4744391,0 95969 81280 1
646858,0 95969 05289 4
677401,0 95969 07574 9
677408,0 95969 07575 6
3894803,0 95969 58031 1
677393,0 95969 07573 2
3894906,0 95969 58041 0
4755667,0 95969 81473 7
4755909,0 95969 81497 3
4755746,0 95969 81481 2
4755982,0 95969 81505 5
4755829,0 95969 81489 8
4756068,0 95969 81513 0
4025180,0 95969 60129 0
4025253,0 95969 60136 8
4025334,0 95969 60143 6
4025408,0 95969 60150 4
3894569,0 95969 58007 6
3894639,0 95969 58014 4
4025485,0 95969 60157 3
4025579,0 95969 60165 8
3894427,0 95969 57993 3
3894494,0 95969 58000 7
4025645,0 95969 60172 6
4025719,0 95969 60179 5
4419882,0 95969 69628 9
4419952,0 95969 69635 7
4419929,0 95969 69632 6
4419990,0 95969 69639 5
646668,0 95969 05263 4
4744357,0 95969 81276 4
2086410,0 95969 24015 4
3894844,0 95969 58035 9
1567481,0 95969 08740 7
2166266,0 95969 26543 0
614039,0 95969 04738 8
3379363,0 95969 48302 5
1641983,0 95969 11807 1
916093,0 95969 01492 2
916163,0 95969 01501 1
935598,0 95969 02206 4
935601,0 95969 02207 1
935593,0 95969 02205 7
651742,0 95969 05526 0
4023947,0 95969 60112 2
3894867,0 95969 58037 3
4025886,0 95969 60196 2
2100199,0 95969 24313 1
2100208,0 95969 24314 8
4744423,0 95969 81283 2
646684,0 95969 05265 8
671826,0 95969 07560 2
3894826,0 95969 58033 5
4138312,0 95969 62119 9
4138295,0 95969 62117 5
4744414,0 95969 81282 5
4023901,0 95969 60108 5
4744340,0 95969 81275 7
201233,0 95969 04307 6
3894923,0 95969 58043 4
614187,0 95969 04764 7
4025864,0 95969 60194 8
4744384,0 95969 81279 5
3086317,0 95969 43585 7
3086247,0 95969 43578 9
3086235,0 95969 43577 2
3086286,0 95969 43582 6
3086273,0 95969 43581 9
3086300,0 95969 43584 0
3086299,0 95969 43583 3
4023920,0 95969 60110 8
4744378,0 95969 81278 8
4276937,0 95969 65562 0
4276943,0 95969 65563 7
4276928,0 95969 65561 3
4276955,0 95969 65564 4
4411541,0 95969 69397 4
4411565,0 95969 69399 8
3894783,0 95969 58029 8
4411583,0 95969 69401 8
4025796,0 95969 60187 0
4025801,0 95969 60188 7
4025781,0 95969 60186 3
4025812,0 95969 60189 4
4948724,0 95969 86302 5
4811852,0 95969 82705 8
2761737,0 95969 37475 0
3835068,0 95969 56591 2
1658732,0 95969 12939 8
1658744,0 95969 12940 4
1658759,0 95969 12941 1
1658767,0 95969 12942 8
2724086,0 95969 36424 9
2724099,0 95969 36425 6
2724110,0 95969 36427 0
2724105,0 95969 36426 3
2724122,0 95969 36428 7
4682324,0 95969 79395 7
3623885,0 95969 54622 5
4725926,0 95969 80870 5
4725915,0 95969 80869 9
4725944,0 95969 80872 9
4725932,0 95969 80871 2
4725967,0 95969 80874 3
1648927,0 95969 12019 7
1648966,0 95969 12023 4
3376516,0 95969 48187 8
3376688,0 95969 48204 2
3376533,0 95969 48189 2
3376540,0 95969 48190 8
3376569,0 95969 48192 2
3376584,0 95969 48194 6
4927893,0 95969 85964 6
4927902,0 95969 85965 3
3376600,0 95969 48196 0
3376695,0 95969 48205 9
3376621,0 95969 48198 4
3376642,0 95969 48200 4
3376663,0 95969 48202 8
4927916,0 95969 85966 0
4927925,0 95969 85967 7
1672258,0 95969 13480 4
1672247,0 95969 13479 8
1672235,0 95969 13478 1
3624149,0 95969 54626 3
3936037,0 95969 58394 7
3935995,0 95969 58390 9
3936055,0 95969 58396 1
3624136,0 95969 54625 6
3936019,0 95969 58392 3
3624160,0 95969 54628 7
3936096,0 95969 58400 5
3624151,0 95969 54627 0
3936070,0 95969 58398 5
4406724,0 95969 69283 0
4409820,0 95969 69328 8
4410748,0 95969 69389 9
4409835,0 95969 69329 5
4410753,0 95969 69390 5
4410113,0 95969 69357 8
4409847,0 95969 69330 1
4410766,0 95969 69391 2
4409858,0 95969 69331 8
4410465,0 95969 69377 6
4409864,0 95969 69332 5
4410775,0 95969 69392 9
4409921,0 95969 69338 7
4377579,0 95969 68119 3
4409963,0 95969 69342 4
4384181,0 95969 68352 4
4410006,0 95969 69346 2
4377762,0 95969 68137 7
4410045,0 95969 69350 9
4384369,0 95969 68370 8
4410089,0 95969 69354 7
4384651,0 95969 68389 0
4384800,0 95969 68403 3
4406713,0 95969 69282 3
2761755,0 95969 37476 7
2723978,0 95969 36413 3
2723991,0 95969 36415 7
2724012,0 95969 36417 1
2724035,0 95969 36419 5
2761770,0 95969 37478 1
2761796,0 95969 37480 4
3806985,0 95969 56418 2
3806960,0 95969 56416 8
1649942,0 95969 12121 7
1649956,0 95969 12122 4
1649963,0 95969 12123 1
1649988,0 95969 12125 5
2085434,0 95969 23922 6
2085452,0 95969 23924 0
1650431,0 95969 12170 5
1650446,0 95969 12171 2
3100316,0 95969 43761 5
3476835,0 95969 49973 6
3376707,0 95969 48206 6
3376718,0 95969 48207 3
3376729,0 95969 48208 0
3376734,0 95969 48209 7
3376741,0 95969 48210 3
4146454,0 95969 62264 6
1650686,0 95969 12195 8
1650702,0 95969 12197 2
1650896,0 95969 12216 0
2788701,0 95969 39070 5
2105993,0 95969 24545 6
2106009,0 95969 24546 3
2106011,0 95969 24547 0
2106027,0 95969 24548 7
2112289,0 95969 24720 7
2106048,0 95969 24550 0
2111586,0 95969 24659 0
2724064,0 95969 36422 5
2724073,0 95969 36423 2
2724058,0 95969 36421 8
1650985,0 95969 12225 2
1650997,0 95969 12226 9
1651002,0 95969 12227 6
1651016,0 95969 12228 3
1651025,0 95969 12229 0
1651033,0 95969 12230 6
1651040,0 95969 12231 3
1651057,0 95969 12232 0
1651069,0 95969 12233 7
1651078,0 95969 12234 4
1651084,0 95969 12235 1
1651091,0 95969 12236 8
1651103,0 95969 12237 5
1884839,0 95969 20557 3
1651579,0 95969 12284 9
1651587,0 95969 12285 6
1651593,0 95969 12286 3
1651606,0 95969 12287 0
1884863,0 95969 01764 0
1651614,0 95969 12288 7
1651623,0 95969 12289 4
1651638,0 95969 12290 0
1651645,0 95969 12291 7
1884874,0 95969 01765 7
1651650,0 95969 12292 4
1651661,0 95969 12293 1
1651677,0 95969 12294 8
2085476,0 95969 23926 4
1648457,0 95969 11992 4
3109516,0 95969 44108 7
3277383,0 95969 46062 0
3109591,0 95969 44116 2
3186636,0 95969 44555 9
4034585,0 95969 60214 3
3109557,0 95969 44112 4
2430005,0 95969 28889 7
2430068,0 95969 28895 8
2430087,0 95969 28897 2
2430093,0 95969 28898 9
2430101,0 95969 28899 6
2430120,0 95969 28901 6
2100297,0 95969 24320 9
2100304,0 95969 24321 6
2100319,0 95969 24322 3
2100328,0 95969 24323 0
2100337,0 95969 24324 7
